street,number,zip,city,latitude,longitude
Feldstraße,14,85521,Ottobrunn,48.06906,11.65526
Falkenberger Straße,28,4916,Herzberg (Elster),51.6851195,13.2277812
Berliner Tor,21,20099,Hamburg,53.5561104,10.0222161
Sandkuhle,14,25524,Itzehoe,53.92597,9.51957
Am Ebersoll ,2,21526,Hohenhorn ,53.47962795,10.359453
Deutschordensplatz,1,74172,Neckarsulm,49.1945743,9.2266438
Ziegelstraße,2-Apr,23556,Lübeck,53.87093,10.66551
Oberstraße,56,25524,Oelixdorf,53.92885,9.57129
Am Atzelhorst ,3,64569,Nauheim,49.95451384,8.463391997
Rehbachweg,,67065,Ludwigshafen am Rhein,49.4533007,8.4358368
Lindenschmitweg,2,83666,Waakirchen,47.77202498,11.6731925
Hauptstraße,16,74821,Mosbach,49.3510119,9.1438064
Hauptstraße ,28,26465,Langeoog ,53.74590796,7.485652996
Rudolf-Höckner-Str ,6,22880,Wedel,53.58420695,9.693887996
Brühlsbachstraße,2A,35578,Wetzlar,50.55332,8.50569
Poststraße,7,25746,Heide,54.1984076,9.0863221
Hafenstraße,2,25746,Heide,54.1920073,9.0912695
Anger ,1,99094,Erfurt,51.1191898,6.9512663
Brüdergasse,8,53111,Bonn,50.73579,7.1029
Breitscheidstraße,16,39114,Magdeburg,52.1420055,11.6777044
Vogelkoje,,25999,Kampen (Sylt),54.975993,8.3579427
Eichenkamp,10,24802,Bokel,54.21796,9.79318
Johannes-Bieg-Straße,21,74391,Erligheim,49.0217102,9.0941838
Süderstrasse ,4,24568,Kaltenkirchen,53.82736676,9.970600696
Auf dem Knapp,23,42855,Remscheid,51.18396988,7.230524
Leipziger Straße,2,34123,Kassel,51.31405,9.50811
Klaus-Groth-Straße,2,22926,Ahrensburg,53.6749693,10.2380713
An der Kirche,4,23701,Süsel,54.07649,10.71688
Schwienkuhler Weg,2,23738,Lensahn,54.21748,10.8949
Niederwaldstraße,1,63538,Großkrotzenburg,50.0889976,8.9833404
Moltkestraße,10,25421,Pinneberg,53.6590078,9.7973782
Bellmuther Straße,5,63691,Ranstadt,50.35716,8.98949
Konsul-Lorentzen-Straße,3,24376,Kappeln,54.6588165,9.9246668
Schleswiger Straße,130,24941,Flensburg,54.7616942,9.4345851
Elmshorner Str.,35,25358,Horst (Holstein),53.81066496,9.619059996
Holm,57 -61,24937,Flensburg,54.7837001,9.4383276
Gressstraße,6,25821,Bredstedt,54.62332379,8.97269125
Großer Ring,14,25492,Heist,53.65272516,9.65553185
Fritz-Berend-Straße,63,49090,Osnabrück,52.2948193,8.0082507
Werftstraße,112,24143,Kiel,54.3175263,10.1544632
Sandberg,20,21483,Basedow,53.42303,10.58584
Bornbarch,1,22848,Norderstedt,53.664145,9.9845131
Rosengarten,18,22880,Wedel,53.5813761,9.7096215
Industriestraße,16,39576,Stendal,52.5849833,11.8757856
Gasstraße,18,25524,Itzehoe,53.9308116,9.4967953
Steinmüllerallee,1,51643,Gummersbach ,51.02318647,7.56246725
An der Feuerwache,2,25436,Tornesch,53.6876461,9.7221356
Tränkeweg,1,24794,Borgstedt,54.3301721,9.7084616
Kattrepel ,9,27570,Bremerhaven ,53.60070076,8.53292575
Tjarksweg,1a,25718,Friedrichskoog,54.01188902,8.90186035
Lindenstraße,1,25548,Kellinghusen,53.9496067,9.7181863
Eichenstraße,112,25486,Alveslohe,53.7897075,9.9218345
Jahnstraße,10,33014,Bad Driburg,51.7347572,9.01633
Am Friedrichsbrunnen,2,24782,Büdelsdorf,54.3125419,9.6757358
Rieper Weg,8,25832,Tönning,54.3137684,8.9355987
Unnamed Road,,25813,Husum,54.4788126,9.0045949
Ringstraße,145,22145,Hamburg,53.6359918,10.1637923
Bücherweg,14,61130,Nidderau,50.217874,8.8759953
Steindamm,6,25485,Hemdingen,53.76248466,9.836026496
Hermann-Balk-Str.,114,22147,Hamburg,53.6137766,10.1360716
Schweriner Straße,22D,25761,Büsum,54.13951,8.86345
Schloßstraße,1,74743,Seckach,49.44349,9.28847
Kirchspielweg,3,25746,Heide,54.18881137,9.090778596
Eiland,1,25840,Friedrichstadt,54.37451,9.0841
Seestraße,3,17268,Templin,53.1225533,13.5028259
Nordstrander Straße,9,25746,Heide,54.2054062,9.1029433
1.Kompanieweg,3,26632,Ihlow,53.409596,7.443666
Burger Straße,3,25554,Wilster,53.9233615,9.3750257
Steindamm,11,25554,Wilster,53.9249683,9.3830598
Ringstrasse,143,22145,Hamburg,53.6359009,10.1635012
Auf der Höhe,25,21109,Hamburg,53.5059955,10.0120802
Klaus-Groth-Straße ,2-Apr,22926,Ahrensburg,53.674662,10.237924
Ewoldtweg,2,24944,Flensburg,54.82169,9.472903
Bahnhofstr,29-31,24582,Bordesholm ,54.22530638,10.10210573
Lorentzendamm,24,24103,Kiel,54.326619,10.135704
Bültbek,27,22962,Siek,53.63753005,10.2819217
Gehrstücken,3,25421,Pinneberg,53.64744,9.82209
Kätnerskamp ,2,24220,Flintbek ,54.24226,10.063104
An der Bahn,1,24220,Flintbek,54.239942,10.057517
Zum Kurstrand,,24229,Surendorf,54.479379,10.074778
Dorfstrasse,14,24220,Flintbek ,54.237777,10.070171
Kleinflintbeker Straße,26,24220,Flintbek,54.258944,10.083195
Seekoppelweg,5a,24113,Kiel ,54.2973363,10.087465
Raiffeisenstraße,2,24103,Kiel,54.315932,10.133182
Seestraße,13-15,24229,Schwedeneck,54.475543,10.069451
Postillionweg,24,24113,Kiel,54.294238,10.103515
Bahnhofstraße,22,24217,Schönberg,54.390423,10.373409
Hanseaten-Platz,1,25524,Itzehoe,53.931831,9.524978
Langstücken,2a,24220,Flintbek Voorde,54.251232,10.060409
Zum Kurstrand,,24229,Schwedeneck,54.474725,10.029406
Verbrüderungsring,41,21493,Schwarzenbek ,53.51096,10.49209
Hopfenstrasse,2d,24114,Kiel,54.3138283,10.1276049
An der Untereider,29 - 31,24768,Rendsburg,54.30343,9.65433
Holstentorplatz,1-May,23552,Lübeck,53.865566,10.677862
Strandstraße,,24235,Stein ,54.418162,10.268735
Hochacker,15,25862,Goldelund,54.674578,9.111025
Kiefernbogen,3,21509,Glinde,53.55631509,10.22079097
Olivet-Allee,15,23843,Bad Oldesloe,53.806836,10.364915
Oersdorfer Weg,15a,24568,Kaltenkirchen,53.833885,9.97383
Wiesengrund,2,24220,Schönhorst,54.225872,10.108578
Am Kurpark,16,23843,Bad Oldesloe,53.801452,10.3763
Lindenplatz,11,24582,Bordesholm,54.17594,10.01102
Osterklanxbüll,4,25924,Klanxbüll,54.86679,8.679404
Schulstraße,25,25335,Elmshorn,53.754452,9.652828
Hauptstrasse,9,24983,Handewitt,54.765424,9.324532
Norderstraße,18-20,25813,Husum,54.477815,9.054374
Postlandstraße,60,23774,Heiligenhafen,54.368822,10.989301
Redderkoppel,11a,24159,Kiel,54.40398,10.17047
Freesenburg,8,24537,Neumünster,54.070668,9.938018
Kuhberg,35-37,24534,Neumünster ,54.0746355,9.9838231
Ringstrasse,37-39,24114,Kiel,54.315857,10.12498
Großflecken,59,24534,Neumünster,54.070409,9.988278
Eekholt,1,24623,Großenaspe,53.948593,10.029852
Justus-von-Liebig-Straße,2-Apr,24537,Neumünster,54.092332,9.976509
Zwischen den Deichen,,25761,Warwerort / Büsum,54.141144,8.931148
Dorfstraße,42,24646,Warder,54.213266,9.879651
Krattredder,55,24787,Fockbek,54.309196,9.58522
Jahnstraße,8a,24116,Kiel,54.33084,10.12662
Hanseatenplatz,2,25524,Itzehoe,53.931668,9.526336
Deichstrasse,4,25881,Westerhever,54.384198,8.650732
Schmiedestraße,5,25348,Glückstadt,53.774352,9.438832
Fördestraße,16,24944,Flensburg,54.812107,9.465774
Geschwister-Scholl-Straße,9,24143,Kiel ,54.306568,10.162364
Saunaring,6,23669,Timmendorfer Strand,53.998146,10.78352
Tönsheide,10,24613,Aukrug-Tönsheide,54.058401,9.766567
Fördestraße,16,24944,Flensburg,54.812546,9.467131
Bahnhofstraße,31,22880,Wedel,53.578106,9.706007
Fördestraße,16,24944,Flensburg,54.812503,9.465195
Hamburger Straße,73,25746,Heide,54.19718153,9.10848141
Bismarckstrasse,8,25241,Pinneberg ,53.662222,9.797192
Oner Taarep,1,25938,4681 Utersum / Föhr,54.714628,8.408799
Mühlenstraße,31,25587,Münsterdorf,53.90013,9.53516
Zum Karpfenteich,1,23795,Fahrenkrug,53.942346,10.256381
Rudolf-Höber-Straße,1,24118,Kiel ,54.339845,10.123105
Ramskamp,20,25337,Elmshorn,53.74148375,9.68970805
Neustadt,95,25813,Husum,54.480522,9.04673
Kaiserstraße,2,24143,Kiel,54.314874,10.152327
Hafentörn,1,25761,Büsum ,54.132542,8.876618
Kaiserstraße,2,24143,Kiel,54.315382,10.15303
Leibnizstraße,17,24118,Kiel,54.347614,10.11286
Gellertstraße,18 B,24114,Kiel,54.319108,10.11275
Industriestraße,10-Dec,23840,Bad Oldesloe,53.801327,10.389351
Am Kurbad,,25826,Sankt Peter-Ording,54.313467,8.6050308
Landstraße,10,24803,2 Erfde,54.309478,9.323473
Gutenbergstraße,76,24118,Kiel,54.332897,10.115975
Christian-Albrechts-Platz,1,24118,Kiel,54.338843,10.123318
Robert-Koch-Straße,1,22851,Norderstedt ,53.686607,10.046437
Konrad-Adenauer-Straße,1,24768,Rendsburg,54.302727,9.672681
Olshausenstraße,62,24118,Kiel,54.343891,10.112805
Ludewig-Meyn-Straße,10,24118,Kiel,54.336588,10.121184
Ludewig-Meyn-Straße,4,24118,kiel,54.337999,10.121484
Am Botanischen Garten,1-Sep,24118,Kiel,54.3472137,10.1153468
Leibnitzstrasse,9,24118,Kiel,54.346642,10.111289
Otto-Hahn-Platz,4,24118,Kiel,54.340414,10.121363
Komplex OS 75,,24118,Kiel,54.345625,10.105895
Rosenstraße,,25365,Klein Offenseth-Sparrieshoop,53.7938336,9.6905616
Kurpromenade,5,23669,Timmendorfer Strand,53.998835,10.783168
An der Kirche,2,24354,Kosel,54.50653,9.75309
Eutiner Straße,15,23744,Schönwalde am Bungsberg,54.185668,10.750725
Fehrenbötler Dorfstrasse,13,24635,Fehrenbötel,53.983374,10.173123
Hamburger Chaussee,334,24143,Kiel,54.290775,10.092923
Kätnerskamp,5,24220,Flintbek ,54.243218,10.063675
Zum See,13,24223,Schwentinental ,54.283373,10.244315
Vierlander Strasse,14,21502,Geesthacht ,53.436967,10.328963
Seekoppelweg,5b,24113,Kiel,54.29821517,10.08805096
Niendorfer Straße,85,22848,Norderstedtse,53.668519,9.97245
Dorfstraße,49,23815,Geschendorf,53.922149,10.443137
Hamburger Chaussee,219,24113,Kiel,54.29530246,10.10382771
Am Soll,3,21039,Escheburg ,53.471543,10.316045
Hamburger Chaussee,334,24113,Kiel,54.294687,10.102863
Radewisch,100,24145,Kiel,54.28039,10.134868
Teichstrasse,6,23815,Westerrade,53.935707,10.4600099
Bunsenstraße,32,24145,Kiel,54.2831,10.15442
Bürgerstraße,1,22946,Trittau,53.612707,10.39309
Dorfstrasse,,24220,Techelsdorf,54.213779,10.047767
Wulfsdorfer Weg,71,22926,Ahrensburg,53.67268,10.22393
Rathausstraße,32,22941,Bargteheide,53.729845,10.268837
Dorfstraße,18a,24220,Böhnhusen,54.22132,10.06424
Eiderkamp,25,24220,Flintbek,54.2406285,10.0507611
Ostlandplatz,3-May,24610,Trappenkamp,54.042293,10.221896
Berliner Strasse,4-May,21493,Schwarzenbek,53.50149,10.48015
Hauptstrasse,67,23898,Sandesneben,53.688146,10.489519
Georg-Sasse-Strasse,35,22949,Ammersbek,53.67701,10.15032
Eutiner Ring,14,23611,Bad Schwartau,53.918218,10.693973
Hauptstrasse,1,23898,Sandesneben,53.691484,10.501571
Schauenburgerstraße,116,24118,Kiel,54.33496,10.11913
Bellmannstrasse,30,24837,Schleswig,54.517977,9.554251
Hamburger Strasse,112,22949,Ammersbek,53.678043,10.144769
Schulstrasse,23,24367,Osterby,54.452451,9.757537
Achter de Weiden,32-34,22869,Schenefeld,53.605455,9.831476
Dänischburger Landstraße,79 - 81,23569,Lübeck - Dänischburg ,53.911919,10.731883
Marie-Curie-Strasse,19,24145,Kiel,54.278696,10.162302
Kisdorfer Weg,7,24568,Kaltenkirchen,53.831258,9.9762
Süderstraße,1,25715,Eddelak,53.94608,9.13777
Am Wasserwerk,5,23795,Bad Segeberg,53.93916,10.28595
Schulstrasse,20,25175,Eddelak,53.958558,9.150754
Röntgenstraße,4,23701,Eutin ,54.12422,10.63845
Sophienblatt,20,24103,Kiel,54.316687,10.131194
Bäckergang,8,23617,Stockelsdorf ,53.89631714,10.64521605
Denkerstr.,14-22,24768,Rendsburg ,54.307743,9.661325
Kornkamp,4,22926,Ahrensburg,53.68205,10.25797
Martenshofweg,2-Aug,24109,Kiel,54.317045,10.0715621
Braunstraße,40,24145,Kiel,54.28281,10.14807
Wilhelm-Bergner-Strasse,5,21509,Glinde,53.5279,10.22305
Wilhelminenstrasse,34,24103,Kiel,54.327176,10.128853
Zur Trave,,23843,Travenbrück,53.860753,10.325769
Marie-Curie-Straße - Haus,22,23562,Lübeck,53.836891,10.702454
Elisabethstraße,72,23701,Eutin ,54.130826,10.615386
Neufeldtstrasse,10,24118,Kiel,54.34424,10.12107
Heidbergstrasse,100,22846,Norderstedt,53.7052549,9.9948728
Louisenlunder Weg,10,24357,Fleckeby,54.48357,9.69407
Falkenstraße,37a,23564,Lübeck,53.87191497,10.69721282
Norderstraße,7,25709,Marne,53.95381,9.00977
Düsternbrooker Weg,1,24105,Kiel,54.328343,10.14598
Lübecker Straße,41,23701,Eutin ,54.133483,10.618548
Stadtstraße,10,25348,Glücksstadt,53.78385724,9.42686766
Am Markt,2,22941,Bargteheide,53.726985,10.260577
Badallee,1,25826,Sankt Peter-Ording,54.30515,8.63601
Waldweg,1-Mar,22145,Braak,53.618842,10.232706
Dorfstraße,10,25566,Lägerdorf,53.8843,9.57746
Am Markt,1,25358,Horst ,53.81089,9.61785
Maleens Knoll,2,25826,Sankt Peter-Ording,54.315721,8.6045
Holstenstraße,52,23701,Eutin,54.139766,10.606977
Lindenstraße,3,24647,Wasbek,54.073181,9.896565
Tjarksweg,1b,25718,Friedrichskoog,54.0114496,8.9011235
Parkstraße,6-Dec,24534,Neumünster,54.074927,9.989383
Roonstraße,90,24537,Neumünster,54.07404,9.96742
Fahrensberg,2,24357,Fleckeby,54.48155,9.69784
Fuchsberg,1a,23683,Scharbeutz,54.02997309,10.74121311
Ernst-Barlach-Ring,12,22964,Trittau,53.60631882,10.39855421
Rothenhörn,28,24647,Wasbek,54.068635,9.895355
Dorfstraße,6,25826,Sankt Peter-Ording,54.30372,8.638478
Rendsburger Strasse,59,24534,Neumünster,54.081641,9.978711
Süderstraße,4,24568,Kaltenkirchen,53.827213,9.966554
Olivet-Alle,4-Jun,23843,Bad Oldesloe,53.8082374,10.3666979
Helene-Stöcker-Straße,2,23843,Bad Oldesloe,53.80698,10.35042
Beer-Yaacov-Weg,1,23843,Bad Oldesloe ,53.8105345,10.3727031
Wankendorfer Straße,18,24211,Preetz,54.236242,10.286329
Diekseepromenade,7-Nov,23714,Bad Malente-Gremsmühlen,54.164333,10.547723
Königsberger Straße,1,23843,Bad Oldesloe,53.8168963,10.3805488
Dorfstraße,56,24244,Felm,54.40949,0.06677
Bahnhofstraße,37-39,23714,Malente,54.1719282,10.55540241
Salinenstraße,20,23843,Bad Oldesloe,53.80749613,10.37380278
Mühlenstr.,1-Mar,24211,Preetz,54.236032,10.280902
Zum Sportplatz,2,24983,Handewitt,54.74098914,9.43445027
Raiffeisenstraße,24a,24214,Revensdorf,54.3958814,9.9328681
An der Bahn,1,24983,Handewitt,54.77584,9.28997
Oeverseering,2,24983,Handewitt,54.72466605,9.35070097
Am Kurpark,3,23611,Bad Schwartau,53.921057,10.700103
Frahmsallee,1-Jul,23714,Malente,54.16466671,10.54939091
Kirkwrahe,5,24976,Handewitt,54.7439475,9.3839483
Segeberger Straße,Nov-22,23617,Stockelsdorf ,53.88681915,10.6495446
Kieler Strasse,34,24321,Lütjenburg ,54.293627,10.57537
Neue Kampstraße,2,23714,Bad Malente,54.171508,10.566193
Frahms Allee,1-Jul,23714,Malente,54.164813,10.55021
Gehrstücken,3,25421,Pinneberg,53.64744,9.82209
Hamburger Straße,47,24568,Kaltenkirchen,53.834943,9.964308
Knooper Weg,182,24105,Kiel,54.337093,10.1327
Auf dem Berge,1,24568,Kaltenkirchen,53.843606,9.935517
Ellunder Straße,10,24983,Handewitt,54.79434975,9.31306154
Hamburger Str.,42,23843,Bad Oldesloe,53.80599,10.36715
Liselotte-Herrmann-Straße,12,24145,Kiel,54.29076,10.15695
Am Kurpark,16,23843,Bad Oldesloe,53.801452,10.3763003
Augsburger Weg,1,25813,Schwesing,54.4956582,9.1331231
Rathausplatz,4,24103,Kiel,54.323089,10.133305
Lütjenburger Weg,1002,23774,Heiligenhafen ,54.3717334,10.9704426
Bäderstraße,47,23738,Lensahn ,54.218441,10.890552
Strandstraße,152,23669,Timmendorfer Strand,53.99243105,10.83166257
Dameshöved,20,23747,Dahme,54.20262763,11.09099999
Markt,16,23774,Heiligenhafen,54.372431,10.978884
Eutiner Straße,18,23611,Bad Schwartau,53.91345884,10.69287434
Eichenholzweg,100,23774,Heiligenhafen,54.3798232,10.9525002
Holsenstraße,10,23701,Eutin ,54.14132605,10.61058182
Auguststraße,48,23611,Bad Schwartau ,53.913582,10.692841
Am Priwall,19,23701,Eutin,54.1289876,10.6186753
Alte Schulstrasse,17-21,23626,Ratekau,53.949285,10.741195
Fährhafenstraße,,23769,Puttgarden,54.49862368,11.22315109
Fährhafenstraße,,23769,Puttgarden ,54.50176907,11.22406438
Manfred-Samusch-Straße,9,22926,Ahrensburg ,53.67255141,10.23575485
Fährhafenstraße,,23769,Puttgarden ,54.50403437,11.2265233
Lübecker Strasse,18-20,23611,Bad Schwartau ,53.917537,10.698255
Kiebitzhörn,,23714,mALENTE,54.190394,10.63763
Am Priwall,12,23701,Eutin,54.128438,10.619211
Dorfplatz,2,24226,Heikendorf ,54.36944891,10.20251691
Lankenstraße,1,23758,Oldenburg in Holstein,54.2899506,10.8895984
Hermann-Sudermann-Allee,50,25333,Elmshorn,53.76893206,9.68174592
Eutiner Straße,45,23714,Bad Malente-Gremsmühlen ,54.16364,10.56153
Neversfelder Straße,11,23714,Bad Malente-Gremsmühlen  ,54.17733,10.55526
Otto-Hahn-Straße,4,25337,Elmshorn,53.74666,9.68747
Eutiner Straße,45,23714,Bad Malente-Gremsmühlen ,54.16364,10.56153
Seestraße,1,23758,Wangels,54.31071209,10.80143005
Wohldkamp,1,23669,Timmendorfer Strand,53.99915269,10.76925226
Bahnhofstraße,21a,23714,Bad Malente-Gremsmühlen,54.17042,10.55412
Am Stadion,4,23714,Bad Malente ,54.15997213,10.56118727
Schauenburger Straße,21,23758,Oldenburg ,54.2924533,10.8898432
Seestraße,1,23758,Weissenhäuser Strand ,54.31249964,10.79210535
Hubertushöhe,,23701,Eutin ,54.151448,10.595424
Plöner Landstraße,8-Oct,23701,Eutin,54.12967,10.5801
Neverstorfer Straße,7,24321,Lütjenburg,54.2944052,10.5913098
Seestraße,1,23758,Wangels ,54.3107246,10.79781175
Hauptstraße,66,22967,Tremsbüttel,53.74273,10.31013
Rudolf-Gußmann-Platz,1,23812,Wahlstedt,53.95193285,10.20923585
Jungfernstieg,3,23701,Eutin,54.135048,10.61907
Königstraße,2,23730,Neustadt in Holstein ,54.106804,10.813568
Wilhemstraße,6,23701,Eutin,54.14072,10.611
Hauptstraße,30a,24589,Eisendorf,54.19461,9.87003
Segeberger Straße,90,23866,Nahe ,53.7879127,10.13554215
Saunaring,6,23668,Timmendorfer Strand ,53.998146,10.78352
Stollbergstraße,8,23701,Eutin ,54.13629072,10.6177336
Königstraße,11,23701,Eutin,54.137449,10.615641
Peterstrasse,18-22,23701,Eutin,54.135984,10.61419
Blaue Lehmkuhle,12,23701,Eutin,54.137372,10.596564
Segeberger Straße,41,23845,Itzstedt,53.8103791,10.16124442
Poststraße,36 a-c,23669,Timmendorfer Strand,53.99546,10.78418
Rudolf-Gußmann-Platz,1,23812,Wahlstedt ,53.95198,10.209163
Timmendorfer Platz,6,23669,Timmendorfer Strand,53.99789,10.78238
Kronsforder-Allee,126a,23560,Lübeck,53.84199137,10.67612529
Strandallee,196,23669,Timmendorfer Strand,53.9906654,10.7997085
Neuer Markt,1,23743,Grömitz,54.151009,10.959097
Hauptstraße,16,23743,Grube,54.23474,11.03601
Am Schnoor,46,23743,Grömnitz,54.15707,10.96731
Kurpromenade,58,23743,Grömitz,54.143798,10.960139
Kurpromenade,56,23743,Grömitz,54.14448,10.961968
Timmendorfer Platz,10,23669,Timmendorfer Strand ,53.99768825,10.78156292
Am Kurpark,4,23683,Scharbeutz,54.026518,10.753689
Markt,15,23611,Bad Schwartau,53.91965,10.697362
Seestraße,47,23683,Scharbeutz,54.024384,10.752439
Südstrand,5,23775,Großenbrode,54.35966157,11.08970046
Am Bürgerhaus,2,23638,Scharbeutz,54.021349,10.74869
Baumalle,14,23730,Gut Beusloe,54.1228531,10.86655676
An der Post,23,25365,Klein Offenseth-Sparrieshoop,53.78458,9.68817
Husumer Strasse,20,24997,Wanderup,54.68746,9.32638
Süderstraße,101,24955,Harrislee,54.80015,9.3907732
Wilhelmstraße,7,25980,Westerland auf Sylt,54.90787,8.30788
Norderstraße,1,25855,Haselund,54.593722,9.187474
Holm,57-61,24937,Flensburg,54.7833189,9.4380982
Otto-Hahn-Straße,2-Apr,25813,Husum,54.49295,9.07623
Strandallee,143,23683,Scharbeutz,54.010507,10.769549
Friedrichstrasse,Jul-19,24534,Neumünster,54.07633,9.97922
Hamburger Landstraße,103,24113,Molfsee,54.272655,10.074864
Bei der Altenkate,2,22926,Ahrensburg,53.676654,10.2395
Wulfener Hals Weg,100,23769,Wulfen,54.40573235,11.17738858
Kirchenstrasse,11,23743,Grömitz,54.150268,10.958608
Güterstraße,2,24211,Preetz,54.231761,10.276382
Rosenstraße,2,23744,Schönwalde am Bungsberg,54.18931,10.755132
Ludwig-Jahn-Straße,5,23611,Bad Schwartau,53.918835,10.694461
Falklandstraße,1-Mar,24159,Kiel ,54.390853,10.177108
Sandkuhle,14,25524,Itzehoe,53.92602813,9.5197311
Rathausplatz,1,24937,Flensburg ,54.781036,9.433898
Strandpromenade,10,23775,Großenbrode ,54.366275,11.084645
Strandpromenade,44,23775,Großenbrode ,54.358756,11.089245
Am Kirchhof,1-May,25746,Heide ,54.198316,9.095379
Hauptstraße,74,25704,Nindorf,54.086306,9.119621
Waldstraße,1,23812,Wahlstedt ,53.952223,10.214311
Hauptstrasse,95,25715,Averlak,53.937412,9.18745
Brombeerhof,2,24960,Munkbarup,54.80321,9.56538
Seeredder,20,22952,Lütjensee,53.657366,10.377926
Sachsenwaldstraße,70,21493,Möhnsen,53.556011,10.451755
Industriestrasse,14,23769,Fehmarn OT Burg,54.445599,11.185005
Alte Landstraße,1,25693,Sankt Michaelisdonn,53.984048,9.14595
Bunendorp,11,24321,Lütjenburg,54.299031,10.577399
Otto-Hahn-Straße,1,25541,Brunsbüttel,53.891979,9.201275
Stockholmstraße,6,24109,Kiel,54.327353,10.05777
Adolf-Brütt-Str.,62,25813,Husum ,54.48539,9.04497
Friedrich-Ebert-Str.,2,25421,Pinneberg,53.661812,9.801542
Königstraße,13,24837,Schleswig ,54.514781,9.565706
Toosbüystr.,21,24939,Flensburg,54.79058,9.42837
Beidendorfer Weg,,23628,Krummesse,53.780364,10.648866
Kurpromenade,8,23743,Grömitz,54.147935,10.972426
Preußerstraße,1,24340,Eckernförde,54.465317,9.839832
Eutiner Strasse,18,23611,Bad Schwartau,53.922544,10.697997
Strandpromenade,53,23946,Boltenhagen,53.982377,11.222196
Projensdorfer Strasse,82,24106,Kiel ,54.351176,10.124985
Tondener Strasse,12,25980,Sylt Westerland ,54.918941,8.312673
Alemannenstraße,14 - 18,24534,Neumünster,54.060567,9.986151
Possehlstraße,4,23560,Lübeck ,53.852332,10.680847
Moltkestraße,9,24768,Rendsburg,54.29677,9.66733
Hubertushöh,,23701,Eutin,54.151007,10.5995
Am Riesenbett,,21521,Dassendorf,53.506736,10.369629
Osterweide,2,23562,Lübeck ,53.840004,10.709361
Industriestraße,1,23879,Mölln,53.619421,10.676437
Karkenweg,22,25853,Drelsdorf,54.60363,9.03867
Plöner Str.,84-86,24534,Neumünster,54.06982,9.998823
Meldorfer Str.,58,25746,Heide,54.188876,9.089023
Sedanstrasse,14b,24116,Kiel ,54.328382,10.109943
Altonaer Strasse,101,24539,Neumünster,54.0618832,9.9842291
Wittorfer Strasse,22-26,24534,Neumünster ,54.067961,9.985752
Gerichtsstrasse,4a,24340,Eckernförde,54.468918,9.836503
Von-der-Gröben-Strasse,2,24143,Kiel,54.30969153,10.15588269
Heiligen-Geist-Kamp,4a,23568,Lübeck,53.875658,10.708577
Strandbad am Dieksee,,23714,Bad Malente-Gremsmühlen,54.173816,10.504019
Hubertushöh,,23701,Eutin,54.15306,10.595648
Waldstraße,2,24939,Flensburg ,54.793573,9.424167
Am Holm,22-28,24937,Flesnburg,54.7853237,9.4345298
Dorfstraße,1,24969,Großenwiehe,54.70627,9.249
Lüneburger Damm,11,23909,Ratzeburg ,53.699148,10.76154
Drachenbahn,18,24159,Kiel,54.429188,10.168429
Sieker Landstrasse,203,22927,Großhansdorf,53.64781,10.278107
Bastianstraße,22a,25980,Westerland,54.910624,8.313947
Maybachstraße,2,25980,Westerland auf Sylt,54.9082,8.3049
Johannesstrasse,8,24143,Kiel ,54.313116,10.143094
Berliner Strasse,53,23611,Seeretz / Ratekau,53.923208,10.737591
Sankt-Florian-Weg,1,23879,Mölln ,53.61042,10.67607
Gottorfstraße,2,24837,Schleswig ,54.508407,9.541012
Breitestrasse,62,23552,Lübeck,53.866918,10.685546
Alte Dorfstraße,1,23847,Meddewade ,53.815795,10.439203
Hutmacherring,16-22,23556,Lübeck,53.863103,10.600015
Postsrat,2,25938,Nieblum,54.6900935,8.4909201
Hamburger Strasse,29A,23795,Bad Segeberg,53.938518,10.301276
Suchsdorfer Weg,72,24119,Kronshagen,54.340214,10.081684
Holmberg,20,24955,Harrislee,54.805106,9.38845
Alt Frösleer Weg,39,24955,Harrislee,54.80572417,9.39415276
Konrad-Adenauer-Ring,3,23843,Bad Oldesloe,53.813558,10.37099987
Ostseestraße,58,23689,Luschendorf,54.002938,10.723461
Rönnbaum,14,22965,Todendorf,53.69322,10.34996
Kopperpahler Allee,69,24119,Kronshagen,54.338222,10.085823
Nußbaumkoppel,1,24119,Kronshagen,54.337673,10.098989
Suchsdorfer Weg,35,24119,Kronshagen,54.34111,10.07917
Eichkoppelweg,26,24119,Kronshagen,54.33797,10.085001
Suchsdorfer Weg,33,24119,Kronshagen,54.34056,10.08167
Kopperpahler Allee,5,24119,Kronshagen,54.332296,10.085341
Steinwarder Promenade,,23774,Heiligenhafen ,54.381569,10.965532
Marktstraße,1b,22962,Siek,53.633361,10.298299
Süderstraße,89,24955,Harrislee,54.80047,9.39492
Bahnhofstraße,9,24850,Schuby,54.51642,9.48022
Krabbe,17,24306,Plön ,54.16166,10.421181
Am Schiffsthal,11,24306,Plön,54.165059,10.417853
Bahnhofstraße,5,24306,Plön,54.15967,10.42248
Hamburger Strasse,17 - 18,24306,Plön ,54.155633,10.40759861
Schloßberg,3-Apr,24306,Plön ,54.157609,10.415704
Bunsenstraße,2A,24145,Kiel,54.27711,10.15922
Vierschillingsberg,21,24306,Plön,54.161188,10.420876
Steinbrückerstraße,8,23556,Lübeck,53.8577,10.60169
An der BAB,1,22965,Todendorf,53.693019,10.320588
Berliner Strasse,20,23919,Berkenthin,53.73114,10.64012
